project,name,version,type,purl,cpe,language,pkg_type,path
ECLIPSE-Jetty,jetty-compression-zstandard,12.1.8-SNAPSHOT,library,pkg:maven/org.eclipse.jetty.compression/jetty-compression-zstandard@12.1.8-SNAPSHOT,cpe:2.3:a:org.eclipse.jetty.compression:jetty-compression-zstandard:12.1.8-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/jetty-core/jetty-compression/jetty-compression-zstandard/pom.xml
Liferay-Liferay,jsonfile,4.0.0,library,pkg:npm/jsonfile@4.0.0,cpe:2.3:a:jsonfile:jsonfile:4.0.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-sample-workspace/client-extensions/liferay-sample-custom-element-3/yarn.lock
Orient_Technologies-OrientDB,orientdb-server,4.0.0-SNAPSHOT,library,pkg:maven/com.orientechnologies/orientdb-server@4.0.0-SNAPSHOT,cpe:2.3:a:com.orientechnologies:orientdb-server:4.0.0-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/server/pom.xml
Apollo_GraphQL-Apollo_Client,react-is,18.3.1,library,pkg:npm/react-is@18.3.1,cpe:2.3:a:react-is:react-is:18.3.1:*:*:*:*:*:*:*,javascript,npm,/integration-tests/pnpm-lock.yaml
Liferay-Liferay,ajv,8.17.1,library,pkg:npm/ajv@8.17.1,cpe:2.3:a:ajv:ajv:8.17.1:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-customer-workspace/yarn.lock
Google-TensorFlow,nvidia-cuda-nvrtc-cu12,12.5.82,library,pkg:pypi/nvidia-cuda-nvrtc-cu12@12.5.82,cpe:2.3:a:python-nvidia-cuda-nvrtc-cu12:python-nvidia-cuda-nvrtc-cu12:12.5.82:*:*:*:*:*:*:*,python,python,/ci/official/requirements_updater/numpy1_requirements/requirements_lock_3_11.txt
RethinkDB-RethinkDB,/Users/dmk6603/Documents/cloned_repos_oss_swdb/RethinkDB-RethinkDB/.github/actions/tests/action.yml,,file,,,,,
WooCommerce-WooCommerce,html-encoding-sniffer,2.0.1,library,pkg:npm/html-encoding-sniffer@2.0.1,cpe:2.3:a:html-encoding-sniffer:html-encoding-sniffer:2.0.1:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Docker-Docker,github.com/cloudflare/circl,v1.6.3,library,pkg:golang/github.com/cloudflare/circl@v1.6.3,cpe:2.3:a:cloudflare:circl:v1.6.3:*:*:*:*:*:*:*,go,go-module,/go.mod
APACHE-Hive,curator-framework,4.0.0,library,pkg:maven/org.apache.curator/curator-framework@4.0.0,cpe:2.3:a:apache:curator-framework:4.0.0:*:*:*:*:*:*:*,java,java-archive,/itests/qtest-druid/pom.xml
Angular-AngularJS,shell-quote,1.8.3,library,pkg:npm/shell-quote@1.8.3,cpe:2.3:a:shell-quote_project:shell-quote:1.8.3:*:*:*:*:node.js:*:*,javascript,npm,/integration/platform-server-zoneless/pnpm-lock.yaml
Bolt-Bolt,flat-cache,3.2.0,library,pkg:npm/flat-cache@3.2.0,cpe:2.3:a:flat-cache:flat-cache:3.2.0:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
Liferay-Liferay,acorn-jsx,5.3.2,library,pkg:npm/acorn-jsx@5.3.2,cpe:2.3:a:acorn-jsx:acorn-jsx:5.3.2:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-marketplace-workspace/yarn.lock
FACEBOOK-React,is-obj,1.0.1,library,pkg:npm/is-obj@1.0.1,cpe:2.3:a:is-obj:is-obj:1.0.1:*:*:*:*:*:*:*,javascript,npm,/fixtures/dom/yarn.lock
WooCommerce-WooCommerce,find-up,1.1.2,library,pkg:npm/find-up@1.1.2,cpe:2.3:a:find-up:find-up:1.1.2:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
PrestaShop-Commerce_Software,prop-types,15.8.1,library,pkg:npm/prop-types@15.8.1,cpe:2.3:a:prop-types:prop-types:15.8.1:*:*:*:*:*:*:*,javascript,npm,/tests/UI/package-lock.json
Grafana_Labs-Grafana,sentence-case,3.0.4,library,pkg:npm/sentence-case@3.0.4,cpe:2.3:a:sentence-case:sentence-case:3.0.4:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
ECLIPSE-Jetty,/Users/dmk6603/Documents/cloned_repos_oss_swdb/ECLIPSE-Jetty/jetty-ee10/jetty-ee10-tests/jetty-ee10-test-websocket-webapp/pom.xml,,file,,,,,
Meteor_Development_Group_Inc_-Meteor,async,1.0.0,library,pkg:npm/async@1.0.0,cpe:2.3:a:async:async:1.0.0:*:*:*:*:*:*:*,javascript,npm,/tools/tests/apps/modules/package-lock.json
The_Apache_Software_Foundation-Apache_Ambari,read,1.0.7,library,pkg:npm/read@1.0.7,cpe:2.3:a:read:read:1.0.7:*:*:*:*:*:*:*,javascript,npm,/contrib/views/files/src/main/resources/ui/yarn.lock
Angular-AngularJS,@csstools/color-helpers,5.1.0,library,pkg:npm/%40csstools/color-helpers@5.1.0,cpe:2.3:a:\@csstools\/color-helpers:\@csstools\/color-helpers:5.1.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
WooCommerce-WooCommerce,@babel/plugin-transform-async-generator-functions,7.25.9,library,pkg:npm/%40babel/plugin-transform-async-generator-functions@7.25.9,cpe:2.3:a:\@babel\/plugin-transform-async-generator-functions:\@babel\/plugin-transform-async-generator-functions:7.25.9:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Liferay-Liferay,@mdx-js/loader,3.0.1,library,pkg:npm/%40mdx-js/loader@3.0.1,cpe:2.3:a:\@mdx-js\/loader:\@mdx-js\/loader:3.0.1:*:*:*:*:*:*:*,javascript,npm,/modules/apps/frontend-js/frontend-js-clay-web/clay/www/yarn.lock
Jetpack-JetPack,automattic/jetpack-explat,dev-trunk,library,pkg:composer/automattic/jetpack-explat@dev-trunk,cpe:2.3:a:automattic\/jetpack-explat:automattic\/jetpack-explat:dev-trunk:*:*:*:*:*:*:*,php,php-composer,/projects/plugins/mu-wpcom-plugin/composer.lock
Opscode-Opscode_Chef,chef,19.1.98-universal-mingw-ucrt,library,pkg:gem/chef@19.1.98-universal-mingw-ucrt,cpe:2.3:a:ruby-lang:chef:19.1.98-universal-mingw-ucrt:*:*:*:*:*:*:*,ruby,gem,/knife/Gemfile.lock
EllisLab-EllisLab_ExpressionEngine,@szmarczak/http-timer,1.1.2,library,pkg:npm/%40szmarczak/http-timer@1.1.2,cpe:2.3:a:\@szmarczak\/http-timer:\@szmarczak\/http-timer:1.1.2:*:*:*:*:*:*:*,javascript,npm,/tests/cypress/package-lock.json
WooCommerce-WooCommerce,v8-to-istanbul,7.1.2,library,pkg:npm/v8-to-istanbul@7.1.2,cpe:2.3:a:v8-to-istanbul:v8-to-istanbul:7.1.2:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Vaadin-Vaadin,org.apache.karaf.jaas.command,4.2.1,library,pkg:maven/org.apache.karaf.jaas/org.apache.karaf.jaas.command@4.2.1,cpe:2.3:a:apache:org.apache.karaf.jaas.command:4.2.1:*:*:*:*:*:*:*,java,java-archive,/test/servlet-containers/karaf/karaf-run/apache-karaf-4.2.1-minimal/system/org/apache/karaf/jaas/org.apache.karaf.jaas.command/4.2.1/org.apache.karaf.jaas.command-4.2.1.jar
Kubernetes-k8s,go.yaml.in/yaml/v2,v2.4.3,library,pkg:golang/go.yaml.in/yaml/v2@v2.4.3,cpe:2.3:a:yaml:v2:v2.4.3:*:*:*:*:*:*:*,go,go-module,/staging/src/k8s.io/kube-aggregator/go.mod
Civilized_Discourse_Construction_Kit_Inc_-Discourse,yard,0.9.38,library,pkg:gem/yard@0.9.38,cpe:2.3:a:ruby-lang:yard:0.9.38:*:*:*:*:*:*:*,ruby,gem,/Gemfile.lock
Ionic-Ionic_Framework,resolve-from,4.0.0,library,pkg:npm/resolve-from@4.0.0,cpe:2.3:a:resolve-from:resolve-from:4.0.0:*:*:*:*:*:*:*,javascript,npm,/packages/angular/test/apps/ng17/package-lock.json
Ionic-Ionic_Framework,@jest/test-result,28.1.1,library,pkg:npm/%40jest/test-result@28.1.1,cpe:2.3:a:\@jest\/test-result:\@jest\/test-result:28.1.1:*:*:*:*:*:*:*,javascript,npm,/packages/react/test/apps/react17/package-lock.json
Selenium-Selenium,@babel/helper-string-parser,7.27.1,library,pkg:npm/%40babel/helper-string-parser@7.27.1,cpe:2.3:a:\@babel\/helper-string-parser:\@babel\/helper-string-parser:7.27.1:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
GHOST-Ghost,postcss-discard-overridden,7.0.1,library,pkg:npm/postcss-discard-overridden@7.0.1,cpe:2.3:a:postcss-discard-overridden:postcss-discard-overridden:7.0.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Hbase-Hbase,ee-first,1.1.1,library,pkg:npm/ee-first@1.1.1,cpe:2.3:a:ee-first:ee-first:1.1.1:*:*:*:*:*:*:*,javascript,npm,/hbase-website/package-lock.json
WooCommerce-WooCommerce,@docusaurus/plugin-debug,3.7.0,library,pkg:npm/%40docusaurus/plugin-debug@3.7.0,cpe:2.3:a:\@docusaurus\/plugin-debug:\@docusaurus\/plugin-debug:3.7.0:*:*:*:*:*:*:*,javascript,npm,/docs/_docu-tools/pnpm-lock.yaml
Angular-AngularJS,@esbuild/win32-arm64,0.27.3,library,pkg:npm/%40esbuild/win32-arm64@0.27.3,cpe:2.3:a:\@esbuild\/win32-arm64:\@esbuild\/win32-arm64:0.27.3:*:*:*:*:*:*:*,javascript,npm,/integration/cli-signal-inputs/pnpm-lock.yaml
druidio-Druid,@jridgewell/trace-mapping,0.3.25,library,pkg:npm/%40jridgewell/trace-mapping@0.3.25,cpe:2.3:a:\@jridgewell\/trace-mapping:\@jridgewell\/trace-mapping:0.3.25:*:*:*:*:*:*:*,javascript,npm,/website/package-lock.json
Neos-Neos,@webpack-cli/serve,1.7.0,library,pkg:npm/%40webpack-cli/serve@1.7.0,cpe:2.3:a:\@webpack-cli\/serve:\@webpack-cli\/serve:1.7.0:*:*:*:*:*:*:*,javascript,npm,/Neos.Neos/yarn.lock
Grafana_Labs-Grafana,go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc,v1.40.0,library,pkg:golang/go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc@v1.40.0,cpe:2.3:a:otel:exporters\/otlp\/otlptrace\/otlptracegrpc:v1.40.0:*:*:*:*:*:*:*,go,go-module,/apps/live/go.mod
FACEBOOK-HHVM,positioned_smart_constructors,0.0.0,library,pkg:cargo/positioned_smart_constructors@0.0.0,cpe:2.3:a:positioned-smart-constructors:positioned-smart-constructors:0.0.0:*:*:*:*:*:*:*,rust,rust-crate,/hphp/hack/src/Cargo.lock
Countly-Countly,is-fullwidth-code-point,3.0.0,library,pkg:npm/is-fullwidth-code-point@3.0.0,cpe:2.3:a:is-fullwidth-code-point:is-fullwidth-code-point:3.0.0:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
Grafana_Labs-Grafana,@babel/helper-create-class-features-plugin,7.27.1,library,pkg:npm/%40babel/helper-create-class-features-plugin@7.27.1,cpe:2.3:a:\@babel\/helper-create-class-features-plugin:\@babel\/helper-create-class-features-plugin:7.27.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Liferay-Liferay,babel-eslint,10.1.0,library,pkg:npm/babel-eslint@10.1.0,cpe:2.3:a:babel-eslint:babel-eslint:10.1.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-marketplace-workspace/yarn.lock
FACEBOOK-React,builtin-status-codes,3.0.0,library,pkg:npm/builtin-status-codes@3.0.0,cpe:2.3:a:builtin-status-codes:builtin-status-codes:3.0.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/concurrent/time-slicing/yarn.lock
FACEBOOK-HHVM,dom-serializer,1.4.1,library,pkg:npm/dom-serializer@1.4.1,cpe:2.3:a:dom-serializer:dom-serializer:1.4.1:*:*:*:*:*:*:*,javascript,npm,/third-party/watchman/src/website/yarn.lock
Tilde-Emberjs,babel-plugin-ember-data-packages-polyfill,0.1.2,library,pkg:npm/babel-plugin-ember-data-packages-polyfill@0.1.2,cpe:2.3:a:babel-plugin-ember-data-packages-polyfill:babel-plugin-ember-data-packages-polyfill:0.1.2:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Hbase-Hbase,mdast-util-gfm-strikethrough,2.0.0,library,pkg:npm/mdast-util-gfm-strikethrough@2.0.0,cpe:2.3:a:mdast-util-gfm-strikethrough:mdast-util-gfm-strikethrough:2.0.0:*:*:*:*:*:*:*,javascript,npm,/hbase-website/package-lock.json
netBSD-netBSD,alabaster,0.7.13,library,pkg:pypi/alabaster@0.7.13,cpe:2.3:a:python-alabaster:python-alabaster:0.7.13:*:*:*:*:*:*:*,python,python,/external/mit/libuv/dist/docs/requirements.txt
Kubernetes-k8s,github.com/coreos/go-semver,v0.3.1,library,pkg:golang/github.com/coreos/go-semver@v0.3.1,cpe:2.3:a:coreos:go-semver:v0.3.1:*:*:*:*:*:*:*,go,go-module,/staging/src/k8s.io/cloud-provider/go.mod
CKSource_sp__z_o_o__sp_k_-CKEditor,node-gyp,11.4.2,library,pkg:npm/node-gyp@11.4.2,cpe:2.3:a:node-gyp:node-gyp:11.4.2:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Prometheus,go.yaml.in/yaml/v2,v2.4.4,library,pkg:golang/go.yaml.in/yaml/v2@v2.4.4,cpe:2.3:a:yaml:v2:v2.4.4:*:*:*:*:*:*:*,go,go-module,/web/ui/mantine-ui/src/promql/tools/go.mod
Civilized_Discourse_Construction_Kit_Inc_-Discourse,qs,6.15.0,library,pkg:npm/qs@6.15.0,cpe:2.3:a:qs_project:qs:6.15.0:*:*:*:*:node.js:*:*,javascript,npm,/pnpm-lock.yaml
WooCommerce-WooCommerce,setprototypeof,1.2.0,library,pkg:npm/setprototypeof@1.2.0,cpe:2.3:a:setprototypeof:setprototypeof:1.2.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Piwik-Piwik,pend,1.2.0,library,pkg:npm/pend@1.2.0,cpe:2.3:a:pend:pend:1.2.0:*:*:*:*:*:*:*,javascript,npm,/tests/lib/screenshot-testing/package-lock.json
ECLIPSE-Jetty,/Users/dmk6603/Documents/cloned_repos_oss_swdb/ECLIPSE-Jetty/jetty-ee9/jetty-ee9-websocket/jetty-ee9-websocket-jakarta-tests/pom.xml,,file,,,,,
Google-Angular_Material,@babel/core,7.27.1,library,pkg:npm/%40babel/core@7.27.1,cpe:2.3:a:\@babel\/core:\@babel\/core:7.27.1:*:*:*:*:*:*:*,javascript,npm,/integration/ng-add/pnpm-lock.yaml
FACEBOOK-React,@hapi/hoek,9.3.0,library,pkg:npm/%40hapi/hoek@9.3.0,cpe:2.3:a:\@hapi\/hoek:\@hapi\/hoek:9.3.0:*:*:*:*:*:*:*,javascript,npm,/compiler/apps/playground/yarn.lock
Liferay-Liferay,jest-message-util,24.9.0,library,pkg:npm/jest-message-util@24.9.0,cpe:2.3:a:jest-message-util:jest-message-util:24.9.0:*:*:*:*:*:*:*,javascript,npm,/modules/dxp/apps/osb/osb-faro/yarn.lock
Liferay-Liferay,reflect.getprototypeof,1.0.8,library,pkg:npm/reflect.getprototypeof@1.0.8,cpe:2.3:a:reflect.getprototypeof:reflect.getprototypeof:1.0.8:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-dev-workspace/yarn.lock
FACEBOOK-React,css-loader,6.7.1,library,pkg:npm/css-loader@6.7.1,cpe:2.3:a:css-loader:css-loader:6.7.1:*:*:*:*:*:*:*,javascript,npm,/fixtures/flight/yarn.lock
Google-Angular_Material,@babel/plugin-transform-class-static-block,7.27.1,library,pkg:npm/%40babel/plugin-transform-class-static-block@7.27.1,cpe:2.3:a:\@babel\/plugin-transform-class-static-block:\@babel\/plugin-transform-class-static-block:7.27.1:*:*:*:*:*:*:*,javascript,npm,/integration/yarn-pnp-compat/yarn.lock
Angular-AngularJS,supports-color,2.0.0,library,pkg:npm/supports-color@2.0.0,cpe:2.3:a:supports-color:supports-color:2.0.0:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world-ivy-i18n/pnpm-lock.yaml
Angular-AngularJS,function-bind,1.1.2,library,pkg:npm/function-bind@1.1.2,cpe:2.3:a:function-bind:function-bind:1.1.2:*:*:*:*:*:*:*,javascript,npm,/integration/trusted-types/pnpm-lock.yaml
Jahia-Jahia,slice-ansi,2.1.0,library,pkg:npm/slice-ansi@2.1.0,cpe:2.3:a:slice-ansi:slice-ansi:2.1.0:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
Angular-AngularJS,@types/connect,3.4.38,library,pkg:npm/%40types/connect@3.4.38,cpe:2.3:a:\@types\/connect:\@types\/connect:3.4.38:*:*:*:*:*:*:*,javascript,npm,/integration/animations/pnpm-lock.yaml
Civilized_Discourse_Construction_Kit_Inc_-Discourse,findup-sync,4.0.0,library,pkg:npm/findup-sync@4.0.0,cpe:2.3:a:findup-sync:findup-sync:4.0.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
dotCMS-dotCMS,sass-embedded-darwin-arm64,1.97.3,library,pkg:npm/sass-embedded-darwin-arm64@1.97.3,cpe:2.3:a:sass-embedded-darwin-arm64:sass-embedded-darwin-arm64:1.97.3:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
Sentry-Ravenjs,@redis/json,1.0.6,library,pkg:npm/%40redis/json@1.0.6,cpe:2.3:a:\@redis\/json:\@redis\/json:1.0.6:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Liferay-Liferay,@babel/template,7.25.9,library,pkg:npm/%40babel/template@7.25.9,cpe:2.3:a:\@babel\/template:\@babel\/template:7.25.9:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-dev-workspace/yarn.lock
CKSource_sp__z_o_o__sp_k_-CKEditor,@esbuild/android-arm,0.25.10,library,pkg:npm/%40esbuild/android-arm@0.25.10,cpe:2.3:a:\@esbuild\/android-arm:\@esbuild\/android-arm:0.25.10:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
GHOST-Ghost,markdown-it-footnote,4.0.0,library,pkg:npm/markdown-it-footnote@4.0.0,cpe:2.3:a:markdown-it-footnote:markdown-it-footnote:4.0.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
FACEBOOK-React_Native,strnum,1.0.5,library,pkg:npm/strnum@1.0.5,cpe:2.3:a:strnum:strnum:1.0.5:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
phpMyAdmin-phpMyAdmin,/Users/dmk6603/Documents/cloned_repos_oss_swdb/phpMyAdmin-phpMyAdmin/.github/workflows/shellcheck.yml,,file,,,,,
Sun_Microsystems-GlassFish,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Sun_Microsystems-GlassFish/appserver/tests/appserv-tests/devtests/admin/cli/apps/MonApp/pom.xml,,file,,,,,
WooCommerce-WooCommerce,@storybook/node-logger,7.6.4,library,pkg:npm/%40storybook/node-logger@7.6.4,cpe:2.3:a:\@storybook\/node-logger:\@storybook\/node-logger:7.6.4:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Sun_Microsystems-Java,jmh-generator-annprocess,1.36,library,pkg:maven/org.openjdk.jmh/jmh-generator-annprocess@1.36,cpe:2.3:a:jmh-generator-annprocess:jmh-generator-annprocess:1.36:*:*:*:*:*:*:*,java,java-archive,/test/benchmarks/micros-javac/pom.xml
Shopsys_Framework-Shopsys_Framework,domhandler,5.0.3,library,pkg:npm/domhandler@5.0.3,cpe:2.3:a:domhandler:domhandler:5.0.3:*:*:*:*:*:*:*,javascript,npm,/project-base/storefront/pnpm-lock.yaml
Ionic-Ionic_Framework,hoist-non-react-statics,3.3.2,library,pkg:npm/hoist-non-react-statics@3.3.2,cpe:2.3:a:hoist-non-react-statics:hoist-non-react-statics:3.3.2:*:*:*:*:*:*:*,javascript,npm,/packages/react/test/apps/react18/package-lock.json
Liferay-Liferay,esrecurse,4.2.0,library,pkg:npm/esrecurse@4.2.0,cpe:2.3:a:esrecurse:esrecurse:4.2.0:*:*:*:*:*:*:*,javascript,npm,/modules/dxp/apps/osb/osb-faro/yarn.lock
ThoughtWorks_Inc_-GoCD,mini-css-extract-plugin,2.10.2,library,pkg:npm/mini-css-extract-plugin@2.10.2,cpe:2.3:a:mini-css-extract-plugin:mini-css-extract-plugin:2.10.2:*:*:*:*:*:*:*,javascript,npm,/server/src/main/webapp/WEB-INF/rails/yarn.lock
Kubernetes-k8s,github.com/coredns/caddy,v1.1.1,library,pkg:golang/github.com/coredns/caddy@v1.1.1,cpe:2.3:a:coredns:caddy:v1.1.1:*:*:*:*:*:*:*,go,go-module,/go.mod
NET_FOUNDATION-Orchard_CMS,@vue/runtime-dom,3.5.13,library,pkg:npm/%40vue/runtime-dom@3.5.13,cpe:2.3:a:\@vue\/runtime-dom:\@vue\/runtime-dom:3.5.13:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Apollo_GraphQL-Apollo_Client,@babel/plugin-syntax-jsx,7.27.1,library,pkg:npm/%40babel/plugin-syntax-jsx@7.27.1,cpe:2.3:a:\@babel\/plugin-syntax-jsx:\@babel\/plugin-syntax-jsx:7.27.1:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
Angular-AngularJS,eventsource,3.0.7,library,pkg:npm/eventsource@3.0.7,cpe:2.3:a:eventsource:eventsource:3.0.7:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server-zoneless/pnpm-lock.yaml
FACEBOOK-Presto,@jest/reporters,29.7.0,library,pkg:npm/%40jest/reporters@29.7.0,cpe:2.3:a:\@jest\/reporters:\@jest\/reporters:29.7.0:*:*:*:*:*:*:*,javascript,npm,/presto-ui/src/yarn.lock
Open_Source-Drupal,@nightwatch/nightwatch-inspector,1.0.1,library,pkg:npm/%40nightwatch/nightwatch-inspector@1.0.1,cpe:2.3:a:\@nightwatch\/nightwatch-inspector:\@nightwatch\/nightwatch-inspector:1.0.1:*:*:*:*:*:*:*,javascript,npm,/core/yarn.lock
The_Apache_Software_Foundation-Apache_Ambari,chalk,1.1.3,library,pkg:npm/chalk@1.1.3,cpe:2.3:a:chalk:chalk:1.1.3:*:*:*:*:*:*:*,javascript,npm,/contrib/views/wfmanager/src/main/resources/ui/yarn.lock
FORMSPREE-Formspree,flask-cors,3.0.2,library,pkg:pypi/flask-cors@3.0.2,cpe:2.3:a:python-flask-cors:python-flask-cors:3.0.2:*:*:*:*:*:*:*,python,python,/Pipfile.lock
Less-Less,when,3.7.8,library,pkg:npm/when@3.7.8,cpe:2.3:a:when:when:3.7.8:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Grafana_Labs-Grafana,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,library,pkg:golang/github.com/munnerz/goautoneg@v0.0.0-20191010083416-a7dc8b61c822,cpe:2.3:a:munnerz:goautoneg:v0.0.0-20191010083416-a7dc8b61c822:*:*:*:*:*:*:*,go,go-module,/apps/preferences/go.mod
Neos-Neos,locate-path,2.0.0,library,pkg:npm/locate-path@2.0.0,cpe:2.3:a:locate-path:locate-path:2.0.0:*:*:*:*:*:*:*,javascript,npm,/Neos.Media.Browser/yarn.lock
Thelia-Thelia,cookie-signature,1.0.6,library,pkg:npm/cookie-signature@1.0.6,cpe:2.3:a:cookie-signature_project:cookie-signature:1.0.6:*:*:*:*:node.js:*:*,javascript,npm,/templates/frontOffice/modern/yarn.lock
ECLIPSE-Jetty,jetty-servlet4-demo-container-initializer,12.1.8-SNAPSHOT,library,pkg:maven/org.eclipse.jetty.demos/jetty-servlet4-demo-container-initializer@12.1.8-SNAPSHOT,cpe:2.3:a:jetty-servlet4-demo-container-initializer:jetty-servlet4-demo-container-initializer:12.1.8-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/jetty-demos/jetty-servlet4-demos/jetty-servlet4-demo-spec/jetty-servlet4-demo-container-initializer/pom.xml
Rust-Rust,jobserver,0.1.34,library,pkg:cargo/jobserver@0.1.34,cpe:2.3:a:jobserver:jobserver:0.1.34:*:*:*:*:*:*:*,rust,rust-crate,/Cargo.lock
Jahia-Jahia,org.jahia.bundles.websocket,8.2.4.0-SNAPSHOT,library,pkg:maven/org.jahia.bundles/org.jahia.bundles.websocket@8.2.4.0-SNAPSHOT,cpe:2.3:a:org.jahia.bundles.websocket:org.jahia.bundles.websocket:8.2.4.0-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/bundles/websocket-bridge/pom.xml
Kubernetes-k8s,gopkg.in/evanphx/json-patch.v4,v4.13.0,library,pkg:golang/gopkg.in/evanphx/json-patch.v4@v4.13.0,,go,go-module,/staging/src/k8s.io/client-go/go.mod
Angular-AngularJS,chalk,1.1.3,library,pkg:npm/chalk@1.1.3,cpe:2.3:a:chalk:chalk:1.1.3:*:*:*:*:*:*:*,javascript,npm,/integration/ng_elements/pnpm-lock.yaml
University_of_Waikato-Weka,/Users/dmk6603/Documents/cloned_repos_oss_swdb/University_of_Waikato-Weka/packages/internal/WekaODF/lib/jOpenDocument.jar,,file,,,,,
Docker-Docker,go.etcd.io/raft/v3,v3.6.0,library,pkg:golang/go.etcd.io/raft/v3@v3.6.0,cpe:2.3:a:raft:v3:v3.6.0:*:*:*:*:*:*:*,go,go-module,/go.mod
Ionic-Ionic_Framework,regenerator-transform,0.15.0,library,pkg:npm/regenerator-transform@0.15.0,cpe:2.3:a:regenerator-transform:regenerator-transform:0.15.0:*:*:*:*:*:*:*,javascript,npm,/packages/react/test/apps/react17/package-lock.json
Liferay-Liferay,ms,2.1.3,library,pkg:npm/ms@2.1.3,cpe:2.3:a:vercel:ms:2.1.3:*:*:*:*:node.js:*:*,javascript,npm,/workspaces/liferay-aicontentwizard-workspace/yarn.lock
Grafana_Labs-Grafana,@babel/plugin-transform-member-expression-literals,7.27.1,library,pkg:npm/%40babel/plugin-transform-member-expression-literals@7.27.1,cpe:2.3:a:\@babel\/plugin-transform-member-expression-literals:\@babel\/plugin-transform-member-expression-literals:7.27.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
FACEBOOK-HHVM,remark-emoji,2.2.0,library,pkg:npm/remark-emoji@2.2.0,cpe:2.3:a:remark-emoji:remark-emoji:2.2.0:*:*:*:*:*:*:*,javascript,npm,/third-party/watchman/src/website/yarn.lock
Python-Jython,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Python-Jython/extlibs/mockrunner-0.4.1/jar/jdom.jar,,file,,,,,
Angular-AngularJS,forever-agent,0.6.1,library,pkg:npm/forever-agent@0.6.1,cpe:2.3:a:forever-agent:forever-agent:0.6.1:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world-ivy-i18n/pnpm-lock.yaml
dotCMS-dotCMS,@sinclair/typebox,0.34.48,library,pkg:npm/%40sinclair/typebox@0.34.48,cpe:2.3:a:\@sinclair\/typebox:\@sinclair\/typebox:0.34.48:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
ThoughtWorks_Inc_-GoCD,jsesc,3.1.0,library,pkg:npm/jsesc@3.1.0,cpe:2.3:a:jsesc:jsesc:3.1.0:*:*:*:*:*:*:*,javascript,npm,/server/src/main/webapp/WEB-INF/rails/yarn.lock
